Id,Date,Hour,Temperature,Humidity,Wind_Speed,Visibility,Dew_Point,Solar_Radiation,Rainfall,Snowfall,Season,IsHoliday,IsFunctioningDay,Bikes_Rented
70,3122017,22,4.3,89,1.8,201,2.6,0,0,0,1,0,1,350
71,3122017,23,3.9,90,1.3,194,2.4,0,0,0,1,0,1,303
72,4122017,0,4.2,88,0.6,216,2.3,0,0,0,1,0,1,285
73,4122017,1,4.3,87,0.5,221,2.3,0,0,0,1,0,1,186
75,4122017,3,3.6,85,2.3,206,1.3,0,0,0,1,0,1,65
76,4122017,4,2.8,89,1.5,130,1.1,0,0,0,1,0,1,41
77,4122017,5,2,83,2.7,253,-0.5,0,0,0,1,0,1,82
78,4122017,6,1.2,76,3.7,371,-2.5,0,0.1,0,1,0,1,200
80,4122017,8,-0.8,69,3.5,954,-5.7,0.01,0,0,1,0,1,937
81,4122017,9,-1.5,47,4.2,1888,-11.3,0.22,0,0,1,0,1,509
83,4122017,11,-0.5,41,4.1,1799,-12.1,0.94,0,0,1,0,1,379
84,4122017,12,-0.3,38,4.8,1823,-12.9,1.11,0,0,1,0,1,393
85,4122017,13,0,30,5.4,1938,-15.5,1.17,0,0,1,0,1,391
86,4122017,14,0.1,27,4.5,2000,-16.7,1.09,0,0,1,0,1,338
87,4122017,15,-0.1,25,5.8,2000,-17.8,0.88,0,0,1,0,1,341
88,4122017,16,-0.2,23,4.7,2000,-18.8,0.55,0,0,1,0,1,375
91,4122017,19,-2.9,32,3.2,2000,-17.3,0,0,0,1,0,1,568
92,4122017,20,-3.6,38,3,2000,-15.8,0,0,0,1,0,1,398
93,4122017,21,-4.6,43,4.5,2000,-15.3,0,0,0,1,0,1,397
94,4122017,22,-5.3,45,2.5,2000,-15.3,0,0,0,1,0,1,353
95,4122017,23,-5.8,44,2.4,2000,-16.1,0,0,0,1,0,1,248
96,5122017,0,-6.1,42,2.6,2000,-16.9,0,0,0,1,0,1,216
97,5122017,1,-6.5,41,2.8,2000,-17.6,0,0,0,1,0,1,198
100,5122017,4,-7.2,34,3,2000,-20.4,0,0,0,1,0,1,42
101,5122017,5,-7.4,33,2.6,2000,-20.9,0,0,0,1,0,1,82
102,5122017,6,-7.4,34,3.2,2000,-20.6,0,0,0,1,0,1,172
104,5122017,8,-8.1,36,1.6,2000,-20.5,0.01,0,0,1,0,1,812
105,5122017,9,-7.6,31,1.3,1974,-21.8,0.21,0,0,1,0,1,462
106,5122017,10,-5.5,26,2.8,1967,-22,0.64,0,0,1,0,1,269
107,5122017,11,-3.9,25,0,1959,-21,0,0,0,1,0,1,334
109,5122017,13,-1.6,27,0,1955,-18.2,0,0,0,1,0,1,325
110,5122017,14,-1.1,28,0,2000,-17.3,0,0,0,1,0,1,334
111,5122017,15,-0.7,28,0,2000,-16.9,0,0,0,1,0,1,353
112,5122017,16,-0.5,30,0,2000,-16,0,0,0,1,0,1,435
113,5122017,17,-1.6,35,0,2000,-15.1,0,0,0,1,0,1,529
114,5122017,18,-2.6,40,0,2000,-14.4,0,0,0,1,0,1,789
116,5122017,20,-3.5,46,0,2000,-13.4,0,0,0,1,0,1,418
117,5122017,21,-3.7,47,0,2000,-13.3,0,0,0,1,0,1,415
118,5122017,22,-2.8,49,0,2000,-12,0,0,0,1,0,1,393
120,6122017,0,-2.8,77,0,331,-6.2,0,0.1,0.1,1,0,1,145
121,6122017,1,-3,79,0,293,-6.1,0,0,0.3,1,0,1,144
122,6122017,2,-3,79,0,1862,-6.1,0,0,0.4,1,0,1,117
123,6122017,3,-3.2,78,0,1808,-6.4,0,0.2,0.4,1,0,1,78
124,6122017,4,-3.4,75,0,1982,-7.2,0,0,0.4,1,0,1,58
125,6122017,5,-3.6,76,0,1934,-7.2,0,0,0.4,1,0,1,87
126,6122017,6,-3.7,76,0,1864,-7.3,0,0,0.4,1,0,1,142
127,6122017,7,-4.2,77,0,1741,-7.6,0,0,0.3,1,0,1,379
129,6122017,9,-3.3,70,0,1324,-7.9,0.25,0,0.2,1,0,1,440
131,6122017,11,1.6,57,1.2,1261,-6,0.93,0,0,1,0,1,381
132,6122017,12,2.4,52,0.9,1224,-6.4,1.08,0,0,1,0,1,405
133,6122017,13,4.2,47,1.1,1469,-6.1,1.1,0,0,1,0,1,442
134,6122017,14,5.5,34,1,1966,-9.1,0.96,0,0,1,0,1,416
135,6122017,15,5.5,31,3.1,1968,-10.3,0.72,0,0,1,0,1,412
137,6122017,17,4.1,60,2.5,1565,-2.9,0.1,0,0,1,0,1,239
139,6122017,19,1.2,92,0.7,180,0,0,0,1,1,0,1,205
140,6122017,20,1.2,94,0.6,228,0.3,0,0,1,1,0,1,190
141,6122017,21,1.1,92,0.5,235,0,0,0.7,1,1,0,1,165
142,6122017,22,1.3,92,0.6,233,0.1,0,0,1,1,0,1,222
143,6122017,23,1.3,92,0.6,209,0.1,0,0,1,1,0,1,193
144,7122017,0,1.4,92,0.5,240,0.2,0,0,0.9,1,0,1,198
145,7122017,1,1.5,92,0.4,227,0.3,0,0,0.9,1,0,1,218
147,7122017,3,1.9,91,1.4,218,0.5,0,0,0.9,1,0,1,102
148,7122017,4,1.6,92,0.7,119,0.4,0,0,0.9,1,0,1,62
149,7122017,5,1.5,92,1.1,175,0.3,0,0,0.9,1,0,1,83
150,7122017,6,1,93,0.5,148,0,0,0,0.9,1,0,1,137
151,7122017,7,0.3,93,0.5,173,-0.7,0,0,0.9,1,0,1,367
152,7122017,8,-0.2,96,0.8,173,-0.7,0.01,0,0.8,1,0,1,754
153,7122017,9,0.1,91,0.8,265,-1.1,0.14,0,0.8,1,0,1,415
154,7122017,10,1.1,83,0.7,311,-1.4,0.41,0,0.7,1,0,1,321
155,7122017,11,2.3,69,1.7,628,-2.8,0.63,0,0.6,1,0,1,333
156,7122017,12,3.7,65,2.4,833,-2.2,0.98,0,0.3,1,0,1,431
157,7122017,13,4.1,37,3.1,1767,-9.3,1.14,0,0,1,0,1,394
158,7122017,14,4.4,36,2.7,1975,-9.4,1.04,0,0,1,0,1,390
160,7122017,16,3.2,38,2.9,1817,-9.7,0.51,0,0,1,0,1,471
162,7122017,18,0.7,46,2.7,1558,-9.6,0,0,0,1,0,1,795
163,7122017,19,-0.4,47,2.5,1269,-10.3,0,0,0,1,0,1,507
164,7122017,20,-1.4,47,2.5,1620,-11.2,0,0,0,1,0,1,390
165,7122017,21,-2.2,46,2.2,1975,-12.2,0,0,0,1,0,1,402
166,7122017,22,-2.7,48,2.6,1844,-12.2,0,0,0,1,0,1,389
167,7122017,23,-3.2,50,2.1,1887,-12.1,0,0,0,1,0,1,259
168,8122017,0,-3.5,49,2.6,1893,-12.6,0,0,0,1,0,1,233
170,8122017,2,-4.3,53,1,1918,-12.4,0,0,0,1,0,1,131
171,8122017,3,-4.8,52,1.6,1978,-13.1,0,0,0,1,0,1,99
172,8122017,4,-5.3,53,2.4,1936,-13.4,0,0,0,1,0,1,71
173,8122017,5,-5.8,56,2,1941,-13.1,0,0,0,1,0,1,84
174,8122017,6,-6,56,3.5,1853,-13.3,0,0,0,1,0,1,158
175,8122017,7,-6.5,57,0.8,1776,-13.6,0,0,0,1,0,1,387
176,8122017,8,-7,59,0.8,1559,-13.6,0.01,0,0,1,0,1,780
178,8122017,10,-5.3,44,2.8,1516,-15.6,0.63,0,0,1,0,1,261
179,8122017,11,-3.7,39,1.4,1595,-15.6,0.93,0,0,1,0,1,310
180,8122017,12,-2,30,1.4,1728,-17.3,1.14,0,0,1,0,1,355
181,8122017,13,-1.7,28,1.8,1963,-17.8,1.22,0,0,1,0,1,354
182,8122017,14,-1.3,27,3.1,1906,-17.9,1.12,0,0,1,0,1,350
183,8122017,15,-0.8,26,3.3,1977,-17.9,0.87,0,0,1,0,1,362
184,8122017,16,-1.1,24,3.4,2000,-19.1,0.56,0,0,1,0,1,401
185,8122017,17,-2.4,30,2.7,2000,-17.6,0.18,0,0,1,0,1,500
187,8122017,19,-3.3,35,1.1,2000,-16.6,0,0,0,1,0,1,477
188,8122017,20,-3.3,34,1.5,2000,-16.9,0,0,0,1,0,1,384
189,8122017,21,-3.3,35,0.5,2000,-16.6,0,0,0,1,0,1,336
190,8122017,22,-3.4,39,1.2,2000,-15.4,0,0,0,1,0,1,347
191,8122017,23,-3.5,43,0.9,2000,-14.3,0,0,0,1,0,1,275
192,9122017,0,-3.5,48,0.9,1967,-12.9,0,0,0,1,0,1,267
193,9122017,1,-4.1,49,0.6,2000,-13.2,0,0,0,1,0,1,296
194,9122017,2,-4.7,50,0.7,1983,-13.5,0,0,0,1,0,1,237
195,9122017,3,-4.3,47,0.6,1992,-13.9,0,0,0,1,0,1,169
196,9122017,4,-4.3,49,0.7,2000,-13.4,0,0,0,1,0,1,96
197,9122017,5,-4.7,49,0.8,1999,-13.8,0,0,0,1,0,1,56
198,9122017,6,-5.1,53,0.9,1975,-13.2,0,0,0,1,0,1,76
199,9122017,7,-5.5,56,0.8,1950,-12.9,0,0,0,1,0,1,127
200,9122017,8,-5.4,56,0.7,1940,-12.8,0.01,0,0,1,0,1,222
201,9122017,9,-4.7,48,1,1784,-14,0.23,0,0,1,0,1,291
202,9122017,10,-2.2,42,1.3,1646,-13.4,0.61,0,0,1,0,1,273
203,9122017,11,0,45,1.1,1500,-10.5,0.89,0,0,1,0,1,351
204,9122017,12,2.4,40,0.8,1809,-9.8,1.05,0,0,1,0,1,427
205,9122017,13,3.9,36,2,1702,-9.8,1.13,0,0,1,0,1,431
206,9122017,14,4.7,32,2.2,1948,-10.6,1.06,0,0,1,0,1,486
207,9122017,15,5.2,30,2,1963,-11,0.84,0,0,1,0,1,569
208,9122017,16,4.4,33,1.6,1963,-10.5,0.4,0,0,1,0,1,546
209,9122017,17,3.5,37,1.8,1963,-9.8,0.1,0,0,1,0,1,481
210,9122017,18,2.5,41,1,1974,-9.4,0,0,0,1,0,1,384
211,9122017,19,1.5,48,0.4,1878,-8.3,0,0,0,1,0,1,275
212,9122017,20,0.8,51,1.4,1848,-8.2,0,0,0,1,0,1,298
213,9122017,21,-0.1,55,0.7,1654,-8,0,0,0,1,0,1,321
214,9122017,22,-0.5,55,0.6,1655,-8.4,0,0,0,1,0,1,289
215,9122017,23,-0.1,54,1.3,1570,-8.3,0,0,0,1,0,1,265
216,10122017,0,-0.2,55,1,1629,-8.1,0,0,0,1,0,1,326
217,10122017,1,-0.2,54,0.5,1747,-8.4,0,0,0,1,0,1,280
220,10122017,4,0.4,52,1.6,1816,-8.3,0,0,0,1,0,1,71
221,10122017,5,0.3,74,1,178,-3.7,0,0,0.7,1,0,1,13
222,10122017,6,-0.5,90,0.9,91,-1.9,0,2.5,2.7,1,0,1,9
223,10122017,7,-0.4,92,1.1,121,-1.5,0,0,4,1,0,1,20
224,10122017,8,-0.2,90,1.2,378,-1.6,0,0,4.1,1,0,1,35
225,10122017,9,0.2,90,1,305,-1.2,0,1.6,4.3,1,0,1,31
226,10122017,10,0.5,91,0.4,143,-0.8,0,0,4.3,1,0,1,19
228,10122017,12,2.3,88,0.3,245,0.5,0.28,0,3.1,1,0,1,119
230,10122017,14,4.2,85,0.7,325,1.8,0.65,0,1.4,1,0,1,235
231,10122017,15,6.7,63,4.5,715,0.1,0.35,0,1,1,0,1,180
233,10122017,17,3.6,65,4.3,1061,-2.3,0.03,0,0.4,1,0,1,226
235,10122017,19,1.6,53,4,2000,-6.9,0,0,0,1,0,1,181
236,10122017,20,0.6,57,3.9,1954,-6.9,0,0,0,1,0,1,165
237,10122017,21,0,59,3,1862,-7,0,0,0,1,0,1,167
238,10122017,22,-1,56,4.7,2000,-8.6,0,0,0,1,0,1,152
240,11122017,0,-2.5,39,3.4,2000,-14.5,0,0,0,1,0,1,125
241,11122017,1,-3.4,36,3.8,2000,-16.3,0,0,0,1,0,1,111
242,11122017,2,-4.2,35,3.4,2000,-17.4,0,0,0,1,0,1,67
243,11122017,3,-4.7,38,2.4,2000,-16.8,0,0,0,1,0,1,45
244,11122017,4,-5.2,35,3.2,2000,-18.3,0,0,0,1,0,1,44
245,11122017,5,-5.6,38,3.2,1974,-17.6,0,0,0,1,0,1,86
246,11122017,6,-5.9,39,2.9,1979,-17.6,0,0,0,1,0,1,136
247,11122017,7,-6,39,3.1,1996,-17.7,0,0,0,1,0,1,325
248,11122017,8,-6,38,3.6,1994,-18,0.01,0,0,1,0,1,653
249,11122017,9,-5.9,36,5.1,1941,-18.6,0.1,0,0,1,0,1,326
250,11122017,10,-5.3,32,4.5,2000,-19.4,0.62,0,0,1,0,1,212
251,11122017,11,-4.7,36,3.8,2000,-17.5,1,0,0,1,0,1,226
252,11122017,12,-5.2,33,4.6,1973,-19,1.26,0,0,1,0,1,247
253,11122017,13,-5.4,32,5.1,1986,-19.5,1.24,0,0,1,0,1,241
255,11122017,15,-5.5,33,4.5,2000,-19.2,0.92,0,0,1,0,1,269
256,11122017,16,-6,40,4,2000,-17.4,0.55,0,0,1,0,1,277
257,11122017,17,-7.1,44,4.2,2000,-17.3,0.18,0,0,1,0,1,361
258,11122017,18,-7.9,43,3.3,2000,-18.3,0,0,0,1,0,1,557
260,11122017,20,-9.3,49,3.8,2000,-18,0,0,0,1,0,1,254
261,11122017,21,-9.7,51,2.5,2000,-17.9,0,0,0,1,0,1,266
262,11122017,22,-10.2,50,3,2000,-18.6,0,0,0,1,0,1,222
263,11122017,23,-10.7,53,1.2,2000,-18.4,0,0,0,1,0,1,174
264,12122017,0,-11,51,1.1,2000,-19.1,0,0,0,1,0,1,133
265,12122017,1,-11.2,51,1.1,2000,-19.3,0,0,0,1,0,1,127
266,12122017,2,-11.5,50,0.7,2000,-19.8,0,0,0,1,0,1,95
267,12122017,3,-11.6,50,2.2,1995,-19.9,0,0,0,1,0,1,54
268,12122017,4,-11.6,47,2.1,1982,-20.6,0,0,0,1,0,1,46
269,12122017,5,-11.6,45,2.8,1951,-21.1,0,0,0,1,0,1,65
270,12122017,6,-11.8,47,2.5,1973,-20.8,0,0,0,1,0,1,104
271,12122017,7,-12.1,50,2.3,1929,-20.4,0,0,0,1,0,1,280
272,12122017,8,-12.3,52,1.3,1914,-20.1,0,0,0,1,0,1,580
273,12122017,9,-11.8,46,2.9,1956,-21.1,0.1,0,0,1,0,1,275
274,12122017,10,-10.5,45,3.3,1855,-20.1,0.6,0,0,1,0,1,184
275,12122017,11,-9.4,42,3.1,1815,-19.9,0.93,0,0,1,0,1,201
277,12122017,13,-6.9,37,2.4,1955,-19.1,1.22,0,0,1,0,1,225
278,12122017,14,-5.4,32,2,1930,-19.5,1.12,0,0,1,0,1,258
279,12122017,15,-5.8,30,2.8,2000,-20.6,0.92,0,0,1,0,1,250
280,12122017,16,-6,29,2.8,1983,-21.2,0.58,0,0,1,0,1,248
281,12122017,17,-7,32,2.6,2000,-20.9,0.19,0,0,1,0,1,305
283,12122017,19,-8.2,43,1.1,2000,-18.5,0,0,0,1,0,1,350
284,12122017,20,-8.4,42,1,2000,-19,0,0,0,1,0,1,260
285,12122017,21,-8.8,43,1.4,1999,-19.1,0,0,0,1,0,1,270
286,12122017,22,-9,45,1.3,1999,-18.7,0,0,0,1,0,1,256
287,12122017,23,-9.3,47,2.1,2000,-18.5,0,0,0,1,0,1,173
289,13122017,1,-10.2,52,1.6,1997,-18.2,0,0,0,1,0,1,183
290,13122017,2,-10.4,53,1.8,1949,-18.1,0,0,0,1,0,1,120
292,13122017,4,-11.4,58,1.3,1907,-18,0,0,0,1,0,1,41
293,13122017,5,-11.5,58,1.1,1923,-18.1,0,0,0,1,0,1,68
294,13122017,6,-11.9,57,1.1,1974,-18.7,0,0,0,1,0,1,109
295,13122017,7,-11.7,53,1.6,1998,-19.3,0,0,0,1,0,1,310
297,13122017,9,-11.1,46,3.4,1981,-20.4,0.1,0,0,1,0,1,340
298,13122017,10,-9.5,39,2.1,1875,-20.9,0.6,0,0,1,0,1,202
300,13122017,12,-6.5,30,2.9,1945,-21.2,1.17,0,0,1,0,1,267
302,13122017,14,-4.7,27,2.9,1883,-20.8,1.12,0,0,1,0,1,240
303,13122017,15,-4.9,26,3.1,1887,-21.5,0.89,0,0,1,0,1,240
304,13122017,16,-4.5,26,2.2,2000,-21.1,0.56,0,0,1,0,1,278
306,13122017,18,-6.6,33,1.1,2000,-20.2,0,0,0,1,0,1,537
308,13122017,20,-7.6,35,0.8,2000,-20.4,0,0,0,1,0,1,263
309,13122017,21,-8.3,39,1,2000,-19.8,0,0,0,1,0,1,271
310,13122017,22,-8.9,39,0.1,2000,-20.3,0,0,0,1,0,1,271
312,14122017,0,-9.5,50,0.6,1953,-18,0,0,0,1,0,1,171
313,14122017,1,-9.8,48,0.8,2000,-18.7,0,0,0,1,0,1,170
314,14122017,2,-10.6,44,0.8,1903,-20.5,0,0,0,1,0,1,107
315,14122017,3,-10.7,48,0.4,1651,-19.6,0,0,0,1,0,1,80
316,14122017,4,-11,50,0.8,1718,-19.4,0,0,0,1,0,1,52
317,14122017,5,-10.8,48,0.8,1648,-19.6,0,0,0,1,0,1,62
318,14122017,6,-11,55,0.8,1541,-18.2,0,0,0,1,0,1,108
319,14122017,7,-10.9,57,1.1,1387,-17.7,0,0,0,1,0,1,279
320,14122017,8,-10.4,54,1.1,1432,-17.9,0.01,0,0,1,0,1,621
321,14122017,9,-9.4,44,0.5,1680,-19.4,0.13,0,0,1,0,1,305
322,14122017,10,-7.7,43,0.9,1555,-18.1,0.35,0,0,1,0,1,189
323,14122017,11,-6.1,38,1,1587,-18.1,0.52,0,0,1,0,1,247
326,14122017,14,-2.7,28,0.7,1857,-18.7,0.65,0,0,1,0,1,294
327,14122017,15,-2.5,29,1.1,1667,-18.1,0.48,0,0,1,0,1,301
328,14122017,16,-2.4,28,0.9,1878,-18.4,0.35,0,0,1,0,1,335
329,14122017,17,-2.9,31,0.6,1723,-17.7,0.09,0,0,1,0,1,382
330,14122017,18,-3.5,35,1.1,1414,-16.7,0,0,0,1,0,1,612
332,14122017,20,-4.8,43,1.1,1397,-15.4,0,0,0,1,0,1,277
333,14122017,21,-4.8,45,0.8,1351,-14.9,0,0,0,1,0,1,316
334,14122017,22,-4.9,44,1.1,1369,-15.3,0,0,0,1,0,1,309
336,15122017,0,-5.7,53,0.6,1262,-13.7,0,0,0,1,0,1,227
337,15122017,1,-6.3,57,0.4,1148,-13.4,0,0,0,1,0,1,241
338,15122017,2,-6.8,58,0.4,1089,-13.6,0,0,0,1,0,1,162
339,15122017,3,-6.9,56,0.5,1111,-14.2,0,0,0,1,0,1,110
340,15122017,4,-7.1,59,0.8,1058,-13.7,0,0,0,1,0,1,69
341,15122017,5,-7.5,64,0.9,989,-13.1,0,0,0,1,0,1,68
344,15122017,8,-6.6,64,1.1,791,-12.2,0,0,0,1,0,1,658
345,15122017,9,-5.9,60,0.6,691,-12.4,0.09,0,0,1,0,1,330
346,15122017,10,-4.6,52,0.8,648,-12.9,0.34,0,0,1,0,1,221
347,15122017,11,-2.9,46,1,809,-12.9,0.42,0,0,1,0,1,279
348,15122017,12,-2.5,43,0.7,895,-13.3,0.34,0,0,1,0,1,309
349,15122017,13,-1.6,40,0.3,868,-13.4,0.32,0,0,1,0,1,325
350,15122017,14,-0.7,39,0.8,826,-12.9,0.35,0,0,1,0,1,329
352,15122017,16,0,37,0.6,994,-12.9,0.13,0,0,1,0,1,354
353,15122017,17,-0.2,39,0.8,1016,-12.5,0,0,0,1,0,1,464
354,15122017,18,0.1,43,0.9,1485,-11,0,0,0,1,0,1,682
355,15122017,19,0.6,41,1.2,1550,-11.1,0,0,0,1,0,1,451
356,15122017,20,0.9,42,1.2,1113,-10.5,0,0,0,1,0,1,320
357,15122017,21,0.7,47,2.7,1283,-9.3,0,0,0,1,0,1,300
358,15122017,22,-0.1,49,2,870,-9.5,0,0,0,1,0,1,296
359,15122017,23,-1.3,60,2.5,792,-8,0,0,0,1,0,1,247
360,16122017,0,-2.6,73,3.4,787,-6.7,0,0,0,1,0,1,217
361,16122017,1,-3.4,76,2.9,582,-7,0,0,0,1,0,1,302
362,16122017,2,-4.1,73,2.1,567,-8.2,0,0,0,1,0,1,228
363,16122017,3,-4.5,71,1.6,651,-8.9,0,0,0,1,0,1,129
364,16122017,4,-5,70,2.7,702,-9.6,0,0,0,1,0,1,80
365,16122017,5,-5.6,72,2,662,-9.8,0,0,0,1,0,1,45
366,16122017,6,-6.1,69,2.9,765,-10.8,0,0,0,1,0,1,66
367,16122017,7,-6.7,64,2.1,977,-12.3,0,0,0,1,0,1,90
369,16122017,9,-7.2,47,2.8,1724,-16.6,0.18,0,0,1,0,1,195
370,16122017,10,-6.2,42,2.3,1893,-17,0.52,0,0,1,0,1,201
371,16122017,11,-5.2,30,4,1991,-20.1,0.86,0,0,1,0,1,239
373,16122017,13,-3.7,23,4,1980,-21.8,1.12,0,0,1,0,1,296
374,16122017,14,-3.4,22,4.3,1966,-22.1,1.07,0,0,1,0,1,292
375,16122017,15,-3.3,22,5,2000,-22,0.86,0,0,1,0,1,291
376,16122017,16,-3.3,24,3.5,2000,-21,0.54,0,0,1,0,1,258
378,16122017,18,-5.3,28,3.5,2000,-21,0,0,0,1,0,1,212
379,16122017,19,-6,32,2.4,2000,-20,0,0,0,1,0,1,173
380,16122017,20,-6.6,37,3.4,2000,-18.9,0,0,0,1,0,1,143
381,16122017,21,-7.1,39,3.2,2000,-18.7,0,0,0,1,0,1,159
382,16122017,22,-7.6,41,1.6,2000,-18.6,0,0,0,1,0,1,155
383,16122017,23,-8,41,2.2,2000,-18.9,0,0,0,1,0,1,142
384,17122017,0,-8.1,41,2,2000,-19,0,0,0,1,0,1,175
385,17122017,1,-8.4,40,1.6,2000,-19.6,0,0,0,1,0,1,146
387,17122017,3,-9,40,3.1,2000,-20.1,0,0,0,1,0,1,100
388,17122017,4,-9.5,40,1.9,2000,-20.6,0,0,0,1,0,1,41
390,17122017,6,-9.9,42,2.3,2000,-20.4,0,0,0,1,0,1,39
392,17122017,8,-10.7,43,0.9,2000,-20.8,0,0,0,1,0,1,94
393,17122017,9,-10.5,38,1.1,1950,-22.1,0.19,0,0,1,0,1,122
395,17122017,11,-7.2,29,1.8,1926,-22.2,0.88,0,0,1,0,1,189
396,17122017,12,-4.9,25,2.6,1966,-21.9,1.08,0,0,1,0,1,216
398,17122017,14,-3.2,26,3.1,1933,-20,1.07,0,0,1,0,1,268
399,17122017,15,-2.5,28,2,2000,-18.5,0.85,0,0,1,0,1,278
400,17122017,16,-2.7,31,2.3,2000,-17.5,0.54,0,0,1,0,1,256
401,17122017,17,-3.8,35,2.4,2000,-17,0.17,0,0,1,0,1,266
402,17122017,18,-4.7,37,1.8,2000,-17.2,0.01,0,0,1,0,1,204
